"","dteday","season","yr","mnth","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt","week","wavg_cnt","wavg_reg","wavg_cas"
"17",2012-01-17,"1","1","1",FALSE,"2",TRUE,"2",15.294763,18.2139,71.6087,23.39171,127,2808,2935,3,3054.28571428571,2804.85714285714,249.428571428571
"18",2012-01-18,"1","1","1",FALSE,"3",TRUE,"1",12.436653,13.7627,44.3333,27.833743,109,3267,3376,3,3054.28571428571,2804.85714285714,249.428571428571
"19",2012-01-19,"1","1","1",FALSE,"4",TRUE,"1",7.79,9.5019,49.75,14.750586,130,3162,3292,3,3054.28571428571,2804.85714285714,249.428571428571
"20",2012-01-20,"1","1","1",FALSE,"5",TRUE,"2",8.9175,11.0479,45,13.58425,115,3048,3163,3,3054.28571428571,2804.85714285714,249.428571428571
"21",2012-01-21,"1","1","1",FALSE,"6",FALSE,"2",7.106653,8.74375,83.125,14.917014,67,1234,1301,3,3054.28571428571,2804.85714285714,249.428571428571
"22",2012-01-22,"1","1","1",FALSE,"0",FALSE,"2",6.6625,8.1125,79.625,13.375746,196,1781,1977,4,2668,2518.14285714286,149.857142857143
"23",2012-01-23,"1","1","1",FALSE,"1",TRUE,"2",8.951653,12.1529,91.125,7.417436,145,2287,2432,4,2668,2518.14285714286,149.857142857143
"24",2012-01-24,"1","1","1",FALSE,"2",TRUE,"1",14.0425,17.4554,83.5833,8.292389,439,3900,4339,4,2668,2518.14285714286,149.857142857143
"25",2012-01-25,"1","1","1",FALSE,"3",TRUE,"1",12.060847,14.74105,64.375,10.791757,467,3803,4270,4,2668,2518.14285714286,149.857142857143
"26",2012-01-26,"1","1","1",FALSE,"4",TRUE,"2",14.008347,17.8025,76.9583,4.9175186,244,3831,4075,4,2668,2518.14285714286,149.857142857143
"27",2012-01-27,"1","1","1",FALSE,"5",TRUE,"2",17.425,20.76915,74.125,22.958689,269,3187,3456,4,2668,2518.14285714286,149.857142857143
"28",2012-01-28,"1","1","1",FALSE,"6",FALSE,"1",12.949153,16.31895,54.3333,14.125543,775,3248,4023,4,2668,2518.14285714286,149.857142857143
"29",2012-01-29,"1","1","1",FALSE,"0",FALSE,"1",11.5825,13.63605,31.125,16.08335,558,2685,3243,5,3510.28571428571,3148.14285714286,362.142857142857
"30",2012-01-30,"1","1","1",FALSE,"1",TRUE,"1",11.035847,13.13125,40.0833,14.458064,126,3498,3624,5,3510.28571428571,3148.14285714286,362.142857142857
"31",2012-01-31,"1","1","1",FALSE,"2",TRUE,"1",15.99,19.06585,41.6667,17.541739,324,4185,4509,5,3510.28571428571,3148.14285714286,362.142857142857
"32",2012-02-01,"1","1","2",FALSE,"3",TRUE,"1",19.235847,23.3269,50.7917,12.667489,304,4275,4579,5,3510.28571428571,3148.14285714286,362.142857142857
"33",2012-02-02,"1","1","2",FALSE,"4",TRUE,"2",16.365847,19.94855,67.2917,12.541529,190,3571,3761,5,3510.28571428571,3148.14285714286,362.142857142857
"34",2012-02-03,"1","1","2",FALSE,"5",TRUE,"1",12.846653,15.4673,52.6667,11.959232,310,3841,4151,5,3510.28571428571,3148.14285714286,362.142857142857
"35",2012-02-04,"1","1","2",FALSE,"6",FALSE,"2",10.830847,13.63625,77.9583,8.167032,384,2448,2832,5,3510.28571428571,3148.14285714286,362.142857142857
"36",2012-02-05,"1","1","2",FALSE,"0",FALSE,"2",10.899153,13.22605,68.7917,11.791732,318,2629,2947,6,3814.14285714286,3500.42857142857,313.714285714286
"37",2012-02-06,"1","1","2",FALSE,"1",TRUE,"1",11.586969,14.8213,62.2174,10.3046,206,3578,3784,6,3814.14285714286,3500.42857142857,313.714285714286
"38",2012-02-07,"1","1","2",FALSE,"2",TRUE,"1",14.520847,18.0552,49.625,9.874393,199,4176,4375,6,3814.14285714286,3500.42857142857,313.714285714286
"39",2012-02-08,"1","1","2",FALSE,"3",TRUE,"2",10.523347,13.32105,72.2917,8.959307,109,2693,2802,6,3814.14285714286,3500.42857142857,313.714285714286
"40",2012-02-09,"1","1","2",FALSE,"4",TRUE,"1",10.865,13.0994,56.2083,13.000479,163,3667,3830,6,3814.14285714286,3500.42857142857,313.714285714286
"41",2012-02-10,"1","1","2",FALSE,"5",TRUE,"2",11.514153,14.6779,54,7.834243,227,3604,3831,6,3814.14285714286,3500.42857142857,313.714285714286
"42",2012-02-11,"1","1","2",FALSE,"6",FALSE,"3",9.190847,10.54335,73.125,19.416332,192,1977,2169,6,3814.14285714286,3500.42857142857,313.714285714286
"43",2012-02-12,"1","1","2",FALSE,"0",FALSE,"1",5.2275,5.0829,46.4583,27.417204,73,1456,1529,7,3391.14285714286,3189.14285714286,202
"44",2012-02-13,"1","1","2",FALSE,"1",TRUE,"1",9.1225,11.39565,41.125,11.207961,94,3328,3422,7,3391.14285714286,3189.14285714286,202
"45",2012-02-14,"1","1","2",FALSE,"2",TRUE,"2",13.085847,16.6973,50.875,9.458993,135,3787,3922,7,3391.14285714286,3189.14285714286,202
"46",2012-02-15,"1","1","2",FALSE,"3",TRUE,"1",14.281653,17.58145,53.125,12.1672,141,4028,4169,7,3391.14285714286,3189.14285714286,202
"47",2012-02-16,"1","1","2",FALSE,"4",TRUE,"2",12.983347,16.5081,75.2917,6.125475,74,2931,3005,7,3391.14285714286,3189.14285714286,202
"48",2012-02-17,"1","1","2",FALSE,"5",TRUE,"1",14.076653,17.58145,63.4583,13.791682,349,3805,4154,7,3391.14285714286,3189.14285714286,202
"49",2012-02-18,"1","1","2",FALSE,"6",FALSE,"1",14.213347,17.77125,53.4583,12.792243,1435,2883,4318,7,3391.14285714286,3189.14285714286,202
"50",2012-02-19,"1","1","2",FALSE,"0",FALSE,"2",11.48,13.2894,51.5833,16.958504,618,2071,2689,8,3502.71428571429,3174,328.714285714286
"51",2012-02-20,"1","1","2",TRUE,"1",FALSE,"1",11.48,13.66955,50.7826,15.348561,502,2627,3129,8,3502.71428571429,3174,328.714285714286
"52",2012-02-21,"1","1","2",FALSE,"2",TRUE,"1",11.800866,14.75565,59.4348,13.783039,163,3614,3777,8,3502.71428571429,3174,328.714285714286
"53",2012-02-22,"1","1","2",FALSE,"3",TRUE,"1",16.229153,19.63335,56.7917,15.709557,394,4379,4773,8,3502.71428571429,3174,328.714285714286
"54",2012-02-23,"1","1","2",FALSE,"4",TRUE,"1",18.620847,22.2223,55.4583,12.791171,516,4546,5062,8,3502.71428571429,3174,328.714285714286
"55",2012-02-24,"1","1","2",FALSE,"5",TRUE,"2",16.7075,20.54855,73.75,15.916989,246,3241,3487,8,3502.71428571429,3174,328.714285714286
"56",2012-02-25,"1","1","2",FALSE,"6",FALSE,"1",11.924153,12.78375,39.5833,28.250014,317,2415,2732,8,3502.71428571429,3174,328.714285714286
"57",2012-02-26,"1","1","2",FALSE,"0",FALSE,"1",11.445847,13.4154,41,13.750343,515,2874,3389,9,3664.14285714286,3270.42857142857,393.714285714286
"58",2012-02-27,"1","1","2",FALSE,"1",TRUE,"1",15.033347,17.8977,49.0833,17.958211,253,4069,4322,9,3664.14285714286,3270.42857142857,393.714285714286
"59",2012-02-28,"1","1","2",FALSE,"2",TRUE,"1",14.725847,17.67625,39.5833,12.958939,229,4134,4363,9,3664.14285714286,3270.42857142857,393.714285714286
"60",2012-02-29,"1","1","2",FALSE,"3",TRUE,"2",14.118268,17.4235,80.4783,12.000839,65,1769,1834,9,3664.14285714286,3270.42857142857,393.714285714286
"61",2012-03-01,"1","1","3",FALSE,"4",TRUE,"1",19.919153,23.76855,61.5417,15.208129,325,4665,4990,9,3664.14285714286,3270.42857142857,393.714285714286
"62",2012-03-02,"1","1","3",FALSE,"5",TRUE,"2",14.486653,17.9921,65.7083,9.708568,246,2948,3194,9,3664.14285714286,3270.42857142857,393.714285714286
"63",2012-03-03,"1","1","3",FALSE,"6",FALSE,"2",16.980847,20.6746,62.125,10.792293,956,3110,4066,9,3664.14285714286,3270.42857142857,393.714285714286
"64",2012-03-04,"1","1","3",FALSE,"0",FALSE,"1",13.359153,15.15105,40.3333,22.416257,710,2713,3423,10,3736.85714285714,3367,369.857142857143
"65",2012-03-05,"1","1","3",FALSE,"1",TRUE,"1",9.976653,12.05855,50.625,15.333486,203,3130,3333,10,3736.85714285714,3367,369.857142857143
"66",2012-03-06,"1","1","3",FALSE,"2",TRUE,"1",10.591653,12.7521,45.6667,13.458625,221,3735,3956,10,3736.85714285714,3367,369.857142857143
"67",2012-03-07,"1","1","3",FALSE,"3",TRUE,"1",16.570847,19.255,51.3333,23.167193,432,4484,4916,10,3736.85714285714,3367,369.857142857143
"68",2012-03-08,"1","1","3",FALSE,"4",TRUE,"1",21.6275,26.2302,56.75,29.584721,486,4896,5382,10,3736.85714285714,3367,369.857142857143
"69",2012-03-09,"1","1","3",FALSE,"5",TRUE,"2",16.844153,19.85415,40.7083,27.7916,447,4122,4569,10,3736.85714285714,3367,369.857142857143
"70",2012-03-10,"1","1","3",FALSE,"6",FALSE,"1",11.7875,13.88835,35.0417,15.12525,968,3150,4118,10,3736.85714285714,3367,369.857142857143
"71",2012-03-11,"1","1","3",FALSE,"0",FALSE,"1",14.831299,17.9835,47.6957,14.913329,1658,3253,4911,11,4242.42857142857,3747.14285714286,495.285714285714
"72",2012-03-12,"1","1","3",FALSE,"1",TRUE,"1",19.133347,22.9796,48.9167,13.916771,838,4460,5298,11,4242.42857142857,3747.14285714286,495.285714285714
"73",2012-03-13,"1","1","3",FALSE,"2",TRUE,"1",23.165,27.14645,61.75,15.87565,762,5085,5847,11,4242.42857142857,3747.14285714286,495.285714285714
"74",2012-03-14,"1","1","3",FALSE,"3",TRUE,"1",23.4725,27.43085,50.7083,7.709154,997,5315,6312,11,4242.42857142857,3747.14285714286,495.285714285714
"75",2012-03-15,"1","1","3",FALSE,"4",TRUE,"1",22.8575,26.64125,57.9583,10.042161,1005,5187,6192,11,4242.42857142857,3747.14285714286,495.285714285714
"76",2012-03-16,"1","1","3",FALSE,"5",TRUE,"2",17.869153,21.81145,84.2083,7.583864,548,3830,4378,11,4242.42857142857,3747.14285714286,495.285714285714
"77",2012-03-17,"1","1","3",FALSE,"6",FALSE,"2",21.080847,25.2523,75.5833,7.417168,3155,4681,7836,11,4242.42857142857,3747.14285714286,495.285714285714
"78",2012-03-18,"1","1","3",FALSE,"0",FALSE,"2",19.3725,23.2,81,8.501161,2207,3685,5892,12,5824.85714285714,4544.42857142857,1280.42857142857
"79",2012-03-19,"1","1","3",FALSE,"1",TRUE,"1",22.345,26.64105,72.875,10.875239,982,5171,6153,12,5824.85714285714,4544.42857142857,1280.42857142857
"80",2012-03-20,"1","1","3",FALSE,"2",TRUE,"1",22.994153,26.92665,80.7917,8.125157,1051,5042,6093,12,5824.85714285714,4544.42857142857,1280.42857142857
"81",2012-03-21,"2","1","3",FALSE,"3",TRUE,"2",21.798347,25.6629,82.125,6.0004061,1122,5108,6230,12,5824.85714285714,4544.42857142857,1280.42857142857
"82",2012-03-22,"2","1","3",FALSE,"4",TRUE,"1",22.720847,26.57835,83.125,7.876654,1334,5537,6871,12,5824.85714285714,4544.42857142857,1280.42857142857
"83",2012-03-23,"2","1","3",FALSE,"5",TRUE,"2",24.668347,28.50335,69.4167,7.7921,2469,5893,8362,12,5824.85714285714,4544.42857142857,1280.42857142857
"84",2012-03-24,"2","1","3",FALSE,"6",FALSE,"2",20.6025,24.33665,88.5417,12.916461,1033,2339,3372,12,5824.85714285714,4544.42857142857,1280.42857142857
"85",2012-03-25,"2","1","3",FALSE,"0",FALSE,"2",17.9375,21.8744,88.0833,14.791925,1532,3464,4996,13,6139,4682.14285714286,1456.85714285714
"86",2012-03-26,"2","1","3",FALSE,"1",TRUE,"1",18.279153,21.9375,47.7917,25.917007,795,4763,5558,13,6139,4682.14285714286,1456.85714285714
"87",2012-03-27,"2","1","3",FALSE,"2",TRUE,"1",13.256653,15.7827,29,12.541864,531,4571,5102,13,6139,4682.14285714286,1456.85714285714
"88",2012-03-28,"2","1","3",FALSE,"3",TRUE,"1",19.850847,23.5475,48.125,19.541957,674,5024,5698,13,6139,4682.14285714286,1456.85714285714
"89",2012-03-29,"2","1","3",FALSE,"4",TRUE,"1",20.260847,24.1152,43.9167,21.41655,834,5299,6133,13,6139,4682.14285714286,1456.85714285714
"90",2012-03-30,"2","1","3",FALSE,"5",TRUE,"2",15.17,18.78105,58.0833,9.250489,796,4663,5459,13,6139,4682.14285714286,1456.85714285714
"91",2012-03-31,"2","1","3",FALSE,"6",FALSE,"2",17.390847,21.0854,73.8333,16.791339,2301,3934,6235,13,6139,4682.14285714286,1456.85714285714
"92",2012-04-01,"2","1","4",FALSE,"0",FALSE,"2",17.459153,20.86435,67.625,11.541889,2347,3694,6041,14,5597.28571428571,4531.14285714286,1066.14285714286
"93",2012-04-02,"2","1","4",FALSE,"1",TRUE,"1",17.790433,21.37565,50.4348,20.913313,1208,4728,5936,14,5597.28571428571,4531.14285714286,1066.14285714286
"94",2012-04-03,"2","1","4",FALSE,"2",TRUE,"1",19.133347,23.07415,39.6667,6.708911,1348,5424,6772,14,5597.28571428571,4531.14285714286,1066.14285714286
"95",2012-04-04,"2","1","4",FALSE,"3",TRUE,"1",22.208347,26.6725,46.9583,12.125325,1058,5378,6436,14,5597.28571428571,4531.14285714286,1066.14285714286
"96",2012-04-05,"2","1","4",FALSE,"4",TRUE,"1",17.835,21.55815,37.4167,14.708443,1192,5265,6457,14,5597.28571428571,4531.14285714286,1066.14285714286
"97",2012-04-06,"2","1","4",FALSE,"5",TRUE,"1",16.536653,19.53835,37.7083,20.125996,1807,4653,6460,14,5597.28571428571,4531.14285714286,1066.14285714286
"98",2012-04-07,"2","1","4",FALSE,"6",FALSE,"1",17.9375,21.30645,25.4167,18.416357,3252,3605,6857,14,5597.28571428571,4531.14285714286,1066.14285714286
"99",2012-04-08,"2","1","4",FALSE,"0",FALSE,"1",20.5,24.62125,27.5833,15.583932,2230,2939,5169,15,6422.71428571429,4678.14285714286,1744.57142857143
"100",2012-04-09,"2","1","4",FALSE,"1",TRUE,"1",20.055847,23.8319,31.75,23.999132,905,4680,5585,15,6422.71428571429,4678.14285714286,1744.57142857143
"101",2012-04-10,"2","1","4",FALSE,"2",TRUE,"1",18.313347,21.81165,43.5,16.708125,819,5099,5918,15,6422.71428571429,4678.14285714286,1744.57142857143
"102",2012-04-11,"2","1","4",FALSE,"3",TRUE,"1",14.296536,16.8637,46.9565,19.783358,482,4380,4862,15,6422.71428571429,4678.14285714286,1744.57142857143
"103",2012-04-12,"2","1","4",FALSE,"4",TRUE,"1",16.2975,19.3802,46.625,19.458743,663,4746,5409,15,6422.71428571429,4678.14285714286,1744.57142857143
"104",2012-04-13,"2","1","4",FALSE,"5",TRUE,"1",18.1425,21.5904,40.8333,10.416557,1252,5146,6398,15,6422.71428571429,4678.14285714286,1744.57142857143
"105",2012-04-14,"2","1","4",FALSE,"6",FALSE,"1",20.295,24.3998,50.2917,12.791439,2795,4665,7460,15,6422.71428571429,4678.14285714286,1744.57142857143
"106",2012-04-15,"2","1","4",FALSE,"0",FALSE,"1",24.873347,28.69375,50.7917,15.083643,2846,4286,7132,16,5828.71428571429,4522.14285714286,1306.57142857143
"107",2012-04-16,"2","1","4",TRUE,"1",FALSE,"1",27.230847,30.74625,56.1667,19.083543,1198,5172,6370,16,5828.71428571429,4522.14285714286,1306.57142857143
"108",2012-04-17,"2","1","4",FALSE,"2",TRUE,"1",24.941653,29.92435,39.0417,18.333143,989,5702,6691,16,5828.71428571429,4522.14285714286,1306.57142857143
"109",2012-04-18,"2","1","4",FALSE,"3",TRUE,"2",18.996653,22.8519,56.9167,11.250104,347,4020,4367,16,5828.71428571429,4522.14285714286,1306.57142857143
"110",2012-04-19,"2","1","4",FALSE,"4",TRUE,"1",20.431653,24.6523,61.25,4.4172564,846,5719,6565,16,5828.71428571429,4522.14285714286,1306.57142857143
"111",2012-04-20,"2","1","4",FALSE,"5",TRUE,"1",21.593347,25.78875,69.4583,10.041357,1340,5950,7290,16,5828.71428571429,4522.14285714286,1306.57142857143
"112",2012-04-21,"2","1","4",FALSE,"6",FALSE,"1",23.37,27.14605,68.2917,19.000329,2541,4083,6624,16,5828.71428571429,4522.14285714286,1306.57142857143
"113",2012-04-22,"2","1","4",FALSE,"0",FALSE,"3",16.263347,19.4752,83.5417,23.084582,120,907,1027,17,6434.14285714286,4990.28571428571,1443.85714285714
"114",2012-04-23,"2","1","4",FALSE,"1",TRUE,"2",13.188347,15.05625,76.6667,20.334232,195,3019,3214,17,6434.14285714286,4990.28571428571,1443.85714285714
"115",2012-04-24,"2","1","4",FALSE,"2",TRUE,"1",16.946653,20.26415,45.4167,16.708661,518,5115,5633,17,6434.14285714286,4990.28571428571,1443.85714285714
"116",2012-04-25,"2","1","4",FALSE,"3",TRUE,"1",19.543347,23.51585,42.7917,7.959064,655,5541,6196,17,6434.14285714286,4990.28571428571,1443.85714285714
"117",2012-04-26,"2","1","4",FALSE,"4",TRUE,"2",20.431653,24.17915,75.6667,11.833875,475,4551,5026,17,6434.14285714286,4990.28571428571,1443.85714285714
"118",2012-04-27,"2","1","4",FALSE,"5",TRUE,"1",18.7575,22.63185,40.0833,23.291411,1014,5219,6233,17,6434.14285714286,4990.28571428571,1443.85714285714
"119",2012-04-28,"2","1","4",FALSE,"6",FALSE,"2",15.443347,18.8752,48.9583,8.708325,1120,3100,4220,17,6434.14285714286,4990.28571428571,1443.85714285714
"120",2012-04-29,"2","1","4",FALSE,"0",FALSE,"1",18.791653,22.50605,58.7083,7.832836,2229,4075,6304,18,4507,3921.71428571429,585.285714285714
"121",2012-04-30,"2","1","4",FALSE,"1",TRUE,"2",19.030847,22.8848,57,11.499746,665,4907,5572,18,4507,3921.71428571429,585.285714285714
"122",2012-05-01,"2","1","5",FALSE,"2",TRUE,"2",25.146653,28.85105,65.9583,10.458432,653,5087,5740,18,4507,3921.71428571429,585.285714285714
"123",2012-05-02,"2","1","5",FALSE,"3",TRUE,"1",23.130847,26.8948,79.7083,9.249886,667,5502,6169,18,4507,3921.71428571429,585.285714285714
"124",2012-05-03,"2","1","5",FALSE,"4",TRUE,"2",22.96,26.8621,76.8333,8.957632,764,5657,6421,18,4507,3921.71428571429,585.285714285714
"125",2012-05-04,"2","1","5",FALSE,"5",TRUE,"1",25.7275,29.54585,73.5417,10.916846,1069,5227,6296,18,4507,3921.71428571429,585.285714285714
"126",2012-05-05,"2","1","5",FALSE,"6",FALSE,"2",25.488347,29.2304,75.6667,10.250464,2496,4387,6883,18,4507,3921.71428571429,585.285714285714
"127",2012-05-06,"2","1","5",FALSE,"0",FALSE,"2",23.0625,27.33685,74,10.041893,2135,4224,6359,19,6197.85714285714,4977.42857142857,1220.42857142857
"128",2012-05-07,"2","1","5",FALSE,"1",TRUE,"2",22.0375,26.3571,66.4167,15.458307,1008,5265,6273,19,6197.85714285714,4977.42857142857,1220.42857142857
"129",2012-05-08,"2","1","5",FALSE,"2",TRUE,"2",23.848347,27.87355,68.5833,19.833943,738,4990,5728,19,6197.85714285714,4977.42857142857,1220.42857142857
"130",2012-05-09,"2","1","5",FALSE,"3",TRUE,"2",23.575,27.65125,74.4167,14.499604,620,4097,4717,19,6197.85714285714,4977.42857142857,1220.42857142857
"131",2012-05-10,"2","1","5",FALSE,"4",TRUE,"1",20.739153,24.58915,55.2083,21.042221,1026,5546,6572,19,6197.85714285714,4977.42857142857,1220.42857142857
"132",2012-05-11,"2","1","5",FALSE,"5",TRUE,"1",21.866653,26.04165,36.0417,15.874779,1319,5711,7030,19,6197.85714285714,4977.42857142857,1220.42857142857
"133",2012-05-12,"2","1","5",FALSE,"6",FALSE,"1",23.130847,27.24085,48.0417,8.249911,2622,4807,7429,19,6197.85714285714,4977.42857142857,1220.42857142857
"134",2012-05-13,"2","1","5",FALSE,"0",FALSE,"1",25.1125,29.2619,57.625,15.082839,2172,3946,6118,20,6301.14285714286,4948.57142857143,1352.57142857143
"135",2012-05-14,"2","1","5",FALSE,"1",TRUE,"2",23.506653,27.495,78.9583,14.250364,342,2501,2843,20,6301.14285714286,4948.57142857143,1352.57142857143
"136",2012-05-15,"2","1","5",FALSE,"2",TRUE,"2",25.078347,28.8202,79.4583,9.875264,625,4490,5115,20,6301.14285714286,4948.57142857143,1352.57142857143
"137",2012-05-16,"2","1","5",FALSE,"3",TRUE,"1",26.103347,29.79875,69.7917,8.208304,991,6433,7424,20,6301.14285714286,4948.57142857143,1352.57142857143
"138",2012-05-17,"2","1","5",FALSE,"4",TRUE,"1",24.326653,28.63065,52,15.374825,1242,6142,7384,20,6301.14285714286,4948.57142857143,1352.57142857143
"139",2012-05-18,"2","1","5",FALSE,"5",TRUE,"1",23.130847,27.55605,52.3333,9.166739,1521,6118,7639,20,6301.14285714286,4948.57142857143,1352.57142857143
"140",2012-05-19,"2","1","5",FALSE,"6",FALSE,"1",24.6,28.3454,45.625,5.626325,3410,4884,8294,20,6301.14285714286,4948.57142857143,1352.57142857143
"141",2012-05-20,"2","1","5",FALSE,"0",FALSE,"1",25.454153,29.19835,53.0417,17.042589,2704,4425,7129,21,6402.42857142857,4930.57142857143,1471.85714285714
"142",2012-05-21,"2","1","5",FALSE,"1",TRUE,"2",24.531653,28.28335,81.125,15.624668,630,3729,4359,21,6402.42857142857,4930.57142857143,1471.85714285714
"143",2012-05-22,"2","1","5",FALSE,"2",TRUE,"2",25.215,29.04125,76.5833,7.917189,819,5254,6073,21,6402.42857142857,4930.57142857143,1471.85714285714
"144",2012-05-23,"2","1","5",FALSE,"3",TRUE,"2",25.488347,29.2306,77.4583,6.834,766,4494,5260,21,6402.42857142857,4930.57142857143,1471.85714285714
"145",2012-05-24,"2","1","5",FALSE,"4",TRUE,"1",26.855,30.335,71.6667,11.584032,1059,5711,6770,21,6402.42857142857,4930.57142857143,1471.85714285714
"146",2012-05-25,"2","1","5",FALSE,"5",TRUE,"1",27.88,31.37645,74.7083,9.41685,1417,5317,6734,21,6402.42857142857,4930.57142857143,1471.85714285714
"147",2012-05-26,"2","1","5",FALSE,"6",FALSE,"1",28.3925,32.1348,73.25,13.332464,2855,3681,6536,21,6402.42857142857,4930.57142857143,1471.85714285714
"148",2012-05-27,"2","1","5",FALSE,"0",FALSE,"1",28.29,32.07125,69.7083,14.416457,3283,3308,6591,22,6123,4658.71428571429,1464.28571428571
"149",2012-05-28,"2","1","5",TRUE,"1",FALSE,"1",29.2125,33.965,67.625,13.166907,2557,3486,6043,22,6123,4658.71428571429,1464.28571428571
"150",2012-05-29,"2","1","5",FALSE,"2",TRUE,"1",29.6225,33.6496,68.4583,19.7918,880,4863,5743,22,6123,4658.71428571429,1464.28571428571
"151",2012-05-30,"2","1","5",FALSE,"3",TRUE,"2",26.923347,30.55645,67,9.000043,745,6110,6855,22,6123,4658.71428571429,1464.28571428571
"152",2012-05-31,"2","1","5",FALSE,"4",TRUE,"1",27.88,31.56645,49.2917,13.083693,1100,6238,7338,22,6123,4658.71428571429,1464.28571428571
"153",2012-06-01,"2","1","6",FALSE,"5",TRUE,"2",26.820847,30.3981,75.5417,15.916721,533,3594,4127,22,6123,4658.71428571429,1464.28571428571
"154",2012-06-02,"2","1","6",FALSE,"6",FALSE,"1",23.916653,28.3144,54.9167,12.499654,2795,5325,8120,22,6123,4658.71428571429,1464.28571428571
"155",2012-06-03,"2","1","6",FALSE,"0",FALSE,"1",24.7025,28.75665,49.3333,12.333829,2494,5147,7641,23,6402.42857142857,4703.42857142857,1699
"156",2012-06-04,"2","1","6",FALSE,"1",TRUE,"1",24.4975,28.91415,48.7083,19.083811,1071,5927,6998,23,6402.42857142857,4703.42857142857,1699
"157",2012-06-05,"2","1","6",FALSE,"2",TRUE,"2",22.174153,26.2946,61.3333,14.041525,968,6033,7001,23,6402.42857142857,4703.42857142857,1699
"158",2012-06-06,"2","1","6",FALSE,"3",TRUE,"1",22.720847,27.1146,61.125,5.167375,1027,6028,7055,23,6402.42857142857,4703.42857142857,1699
"159",2012-06-07,"2","1","6",FALSE,"4",TRUE,"1",24.7025,28.4721,56.7083,10.54245,1038,6456,7494,23,6402.42857142857,4703.42857142857,1699
"160",2012-06-08,"2","1","6",FALSE,"5",TRUE,"1",26.615847,29.8931,46.7917,11.750661,1488,6248,7736,23,6402.42857142857,4703.42857142857,1699
"161",2012-06-09,"2","1","6",FALSE,"6",FALSE,"1",29.144153,32.41835,43.7083,9.667229,2708,4790,7498,23,6402.42857142857,4703.42857142857,1699
"162",2012-06-10,"2","1","6",FALSE,"0",FALSE,"1",29.793347,33.17585,53.8333,8.959307,2224,4374,6598,24,7346.14285714286,5804.14285714286,1542
"163",2012-06-11,"2","1","6",FALSE,"1",TRUE,"2",29.554153,32.98605,58.7917,13.916771,1017,5647,6664,24,7346.14285714286,5804.14285714286,1542
"164",2012-06-12,"2","1","6",FALSE,"2",TRUE,"2",26.786653,29.89375,83.3333,14.374582,477,4495,4972,24,7346.14285714286,5804.14285714286,1542
"165",2012-06-13,"2","1","6",FALSE,"3",TRUE,"1",26.889153,30.55585,58.2083,22.999693,1173,6248,7421,24,7346.14285714286,5804.14285714286,1542
